Free and Reduced-Price Lunch Counts,,,,,,,,,
73000,Saginaw ISD,08905,Saginaw ISD Transitions Center,14,Age 5 to 19,3,0,2,5
73000,Saginaw ISD,08905,Saginaw ISD Transitions Center,14,Age 20 to 26,18,1,4,23
73030,Carrollton School District,05141,Carrollton Elementary School,14,Age 0 to 4,0,0,2,2
73080,Buena Vista School District,01628,Henry Doerr CDC,14,Age 0 to 4,1,0,0,1
73180,Bridgeport-Spaulding Community School District,04173,Thomas White School,14,Age 0 to 4,2,0,0,2
73210,Hemlock Public School District,01624,Hemlock Elementary School,14,Age 0 to 4,5,1,12,18
74000,St. Clair County RESA,03376,Woodland Developmental Center,14,Age 5 to 19,49,9,50,108
74000,St. Clair County RESA,03376,Woodland Developmental Center,14,Age 20 to 26,43,1,17,61
74010,Port Huron Area School District,01366,Garfield Elementary School,14,Age 0 to 4,21,0,18,39
74010,Port Huron Area School District,01772,H.D. Crull Elementary School,14,Age 0 to 4,8,5,5,18
74010,Port Huron Area School District,01772,H.D. Crull Elementary School,14,Age 5 to 19,4,0,1,5
74010,Port Huron Area School District,02033,Kimball Elementary School,14,Age 0 to 4,8,1,3,12
74010,Port Huron Area School District,02033,Kimball Elementary School,14,Age 5 to 19,3,0,0,3
74010,Port Huron Area School District,02538,Michigamme Elementary School,14,Age 0 to 4,7,1,4,12
74010,Port Huron Area School District,02538,Michigamme Elementary School,14,Age 5 to 19,4,1,0,5
74010,Port Huron Area School District,04160,Edison Elementary School,14,Age 0 to 4,2,0,2,4
74010,Port Huron Area School District,06775,Indian Woods Elementary School,14,Age 0 to 4,7,0,2,9
74030,Algonac Community School District,00053,Algonac Elementary School,14,Age 0 to 4,8,1,10,19
74030,Algonac Community School District,00053,Algonac Elementary School,14,Age 5 to 19,3,0,1,4
74030,Algonac Community School District,01179,Fair Haven Elementary School,14,Age 0 to 4,0,0,1,1
74030,Algonac Community School District,01179,Fair Haven Elementary School,14,Age 5 to 19,0,0,1,1
74040,Capac Community School District,00518,Capac Elementary School,14,Age 0 to 4,6,0,8,14
74050,East China School District,08924,Riverview East High School,14,Age 0 to 4,13,0,32,45
74050,East China School District,08924,Riverview East High School,14,Age 5 to 19,0,0,4,4
74100,Marysville Public Schools,08355,Morton Elementary School,14,Age 0 to 4,1,1,1,3
74120,Memphis Community Schools,06672,Memphis Elementary School,14,Age 0 to 4,2,0,6,8
74130,Yale Public Schools,00157,Avoca Elementary School,14,Age 0 to 4,4,3,4,11
75000,St. Joseph County ISD,01037,Pathfinder Center,14,Age 5 to 19,53,9,39,101
75000,St. Joseph County ISD,01037,Pathfinder Center,14,Age 20 to 26,18,0,9,27
75010,Sturgis Public Schools,01924,Jerolene School,14,Age 0 to 4,8,0,4,12
75010,Sturgis Public Schools,01924,Jerolene School,14,Age 5 to 19,1,0,0,1
75010,Sturgis Public Schools,04095,Sturgis High School,14,Age 5 to 19,1,0,0,1
75010,Sturgis Public Schools,04337,Wall School,14,Age 5 to 19,0,1,0,1
75030,Centreville Public Schools,00628,Centreville Elementary School,14,Age 0 to 4,1,0,4,5
75030,Centreville Public Schools,00628,Centreville Elementary School,14,Age 5 to 19,1,0,1,2
75080,Three Rivers Community Schools,00336,Andrews Elementary School,14,Age 0 to 4,7,0,8,15
75080,Three Rivers Community Schools,00336,Andrews Elementary School,14,Age 5 to 19,1,0,0,1
75080,Three Rivers Community Schools,03301,Ruth Hoppin School,14,Age 0 to 4,1,0,0,1
76000,Sanilac ISD,06548,Sanilac Career Center,14,Age 5 to 19,0,0,1,1
76000,Sanilac ISD,08852,Sanilac ISD Special Education Services,14,Age 0 to 4,15,2,9,26
76000,Sanilac ISD,08852,Sanilac ISD Special Education Services,14,Age 5 to 19,53,4,50,107
76000,Sanilac ISD,08852,Sanilac ISD Special Education Services,14,Age 20 to 26,4,3,2,9
76080,Croswell-Lexington Community Schools,00840,Geiger Early Childhood Center,14,Age 0 to 4,4,0,2,6
76080,Croswell-Lexington Community Schools,00840,Geiger Early Childhood Center,14,Age 5 to 19,1,0,0,1
78000,Shiawassee Regional ESD,01035,Shiawassee RESD - Student Learning Center - West,14,Age 0 to 4,3,0,4,7
78000,Shiawassee Regional ESD,01035,Shiawassee RESD - Student Learning Center - West,14,Age 5 to 19,74,10,51,135
78000,Shiawassee Regional ESD,01035,Shiawassee RESD - Student Learning Center - West,14,Age 20 to 26,4,2,1,7
78000,Shiawassee Regional ESD,09016,Shiawassee RESD - Student Learning Center - East,14,Age 5 to 19,7,0,13,20
78000,Shiawassee Regional ESD,09016,Shiawassee RESD - Student Learning Center - East,14,Age 20 to 26,7,0,18,25
78030,Durand Area Schools,00185,Wilbur Bills Elementary School,14,Age 0 to 4,8,1,10,19
78030,Durand Area Schools,00185,Wilbur Bills Elementary School,14,Age 5 to 19,1,0,0,1
78100,Corunna Public School District,00806,Corunna Middle School,14,Age 5 to 19,6,2,0,8
78100,Corunna Public School District,02674,Nellie Reed Elementary School,14,Age 5 to 19,8,0,0,8
78100,Corunna Public School District,06673,Corunna High School,14,Age 5 to 19,9,3,0,12
79000,Tuscola ISD,01997,Highland Pines School,14,Age 5 to 19,83,15,53,151
79000,Tuscola ISD,01997,Highland Pines School,14,Age 20 to 26,42,2,14,58
79030,Cass City Public Schools,09568,Transition Center,14,Age 5 to 19,3,0,9,12
79030,Cass City Public Schools,09568,Transition Center,14,Age 20 to 26,2,0,3,5
80000,Van Buren ISD,06908,Bert Goens Learning Center,14,Age 5 to 19,71,10,44,125
80000,Van Buren ISD,06908,Bert Goens Learning Center,14,Age 20 to 26,16,3,10,29
80000,Van Buren ISD,09764,Behavioral Education Center,14,Age 5 to 19,30,4,11,45
80000,Van Buren ISD,09764,Behavioral Education Center,14,Age 20 to 26,0,0,4,4
80000,Van Buren ISD,09764,Behavioral Education Center,14,Age 27+,1,0,0,1
80000,Van Buren ISD,09768,Community-based Transition Center,14,Age 5 to 19,21,3,14,38
80000,Van Buren ISD,09768,Community-based Transition Center,14,Age 20 to 26,8,2,5,15
81000,Washtenaw ISD,06147,High Point School,14,Age 0 to 4,0,0,2,2
81000,Washtenaw ISD,06147,High Point School,14,Age 5 to 19,54,2,20,76
81000,Washtenaw ISD,06147,High Point School,14,Age 20 to 26,101,2,6,109
81000,Washtenaw ISD,07487,Young Adult Programs,14,Age 5 to 19,2,0,17,19
81000,Washtenaw ISD,07487,Young Adult Programs,14,Age 20 to 26,31,0,59,90
81000,Washtenaw ISD,09239,Local-Based SpecEd Programs,14,Age 5 to 19,7,0,37,44
81000,Washtenaw ISD,09239,Local-Based SpecEd Programs,14,Age 20 to 26,0,0,1,1
81020,School District of Ypsilanti,01157,Estabrook School,14,Age 0 to 4,2,0,1,3
81020,School District of Ypsilanti,02062,Perry Child Development Center,14,Age 5 to 19,1,0,0,1
81120,Saline Area Schools,06203,Saline High School,14,Age 5 to 19,2,0,14,16
81120,Saline Area Schools,06203,Saline High School,14,Age 20 to 26,2,0,20,22
81140,Whitmore Lake Public Schools,04515,Whitmore Lake High School,14,Age 5 to 19,1,0,0,1
81140,Whitmore Lake Public Schools,04515,Whitmore Lake High School,14,Age 20 to 26,1,0,0,1
82000,State of Michigan,00000,RESA/ISD students attending LEA school--82000,14,Age 5 to 19,8,0,18,26
82000,State of Michigan,00000,RESA/ISD students attending LEA school--82000,14,Age 20 to 26,0,0,4,4
82010,Detroit City School District,00005,"Holmes, A.L.  Elementary School",14,Age 0 to 4,1,0,1,2
82010,Detroit City School District,00005,"Holmes, A.L.  Elementary School",14,Age 5 to 19,2,0,4,6
82010,Detroit City School District,00015,Robinson Elementary-Middle School,14,Age 5 to 19,1,0,0,1
82010,Detroit City School District,00039,Detroit International Academy for Young Women,14,Age 5 to 19,1,0,2,3
82010,Detroit City School District,00176,Golightly Education Center,14,Age 5 to 19,0,0,2,2
82010,Detroit City School District,00446,Bunche Elementary School,14,Age 5 to 19,0,0,2,2
82010,Detroit City School District,00463,Burt Elementary School,14,Age 0 to 4,0,0,2,2
82010,Detroit City School District,00463,Burt Elementary School,14,Age 5 to 19,1,0,1,2
82010,Detroit City School District,00468,Burton International School,14,Age 0 to 4,0,0,1,1
82010,Detroit City School District,00510,Campbell Elementary School,14,Age 0 to 4,0,0,3,3
82010,Detroit City School District,00510,Campbell Elementary School,14,Age 5 to 19,0,0,1,1
82010,Detroit City School District,00542,Carstens Elementary School,14,Age 0 to 4,0,0,3,3
82010,Detroit City School District,00617,Central High School,14,Age 5 to 19,0,0,1,1
82010,Detroit City School District,00739,Cody College Preparatory Upper School of Teaching and Learning,14,Age 5 to 19,0,0,1,1
82010,Detroit City School District,00781,Cooke Elementary School,14,Age 5 to 19,0,0,2,2
82010,Detroit City School District,00785,Cooley High School,14,Age 5 to 19,0,0,4,4
82010,Detroit City School District,00826,Crary Elementary School,14,Age 5 to 19,0,0,1,1
82010,Detroit City School District,00908,Detroit Day School For The Deaf,14,Age 0 to 4,46,0,182,228
82010,Detroit City School District,00908,Detroit Day School For The Deaf,14,Age 5 to 19,0,0,8,8
82010,Detroit City School District,00975,Durfee Elementary School,14,Age 0 to 4,0,0,2,2
82010,Detroit City School District,00975,Durfee Elementary School,14,Age 5 to 19,0,0,2,2
82010,Detroit City School District,01084,Edison Elementary School,14,Age 5 to 19,0,0,2,2
82010,Detroit City School District,01087,Edmonson Elementary School,14,Age 0 to 4,0,0,2,2
82010,Detroit City School District,01211,Farwell Middle School,14,Age 5 to 19,0,0,1,1
82010,Detroit City School District,01518,Bethune Academy,14,Age 0 to 4,0,0,1,1
82010,Detroit City School District,01569,Harding Elementary School,14,Age 0 to 4,0,0,1,1
82010,Detroit City School District,01569,Harding Elementary School,14,Age 5 to 19,0,0,3,3
82010,Detroit City School District,01634,Ford High School,14,Age 5 to 19,0,0,1,1
82010,Detroit City School District,01802,Hutchins Elementary School,14,Age 5 to 19,0,0,2,2
82010,Detroit City School District,01803,Hutchinson Elementary School,14,Age 5 to 19,1,0,0,1
82010,Detroit City School District,02377,Law Elementary School,14,Age 5 to 19,0,0,2,2
82010,Detroit City School District,02390,Marquette Elementary School,14,Age 5 to 19,0,0,1,1
82010,Detroit City School District,02475,McKenny Elementary School,14,Age 0 to 4,0,0,1,1
82010,Detroit City School District,02475,McKenny Elementary School,14,Age 5 to 19,0,0,1,1
82010,Detroit City School District,02644,Mumford High School,14,Age 5 to 19,1,0,7,8
82010,Detroit City School District,02648,Murphy Elementary-Middle School,14,Age 0 to 4,0,0,1,1
82010,Detroit City School District,02648,Murphy Elementary-Middle School,14,Age 5 to 19,0,0,1,1
82010,Detroit City School District,02701,Rutherford Elementary School,14,Age 0 to 4,0,0,1,1
82010,Detroit City School District,02701,Rutherford Elementary School,14,Age 5 to 19,0,0,1,1
82010,Detroit City School District,02703,Nichols Elementary School,14,Age 0 to 4,0,0,1,1
82010,Detroit City School District,02811,Oakman Elementary / Orthopedic School,14,Age 0 to 4,0,0,1,1
82010,Detroit City School District,02811,Oakman Elementary / Orthopedic School,14,Age 5 to 19,0,0,17,17
82010,Detroit City School District,02951,Parker Elementary School,14,Age 5 to 19,1,0,0,1
82010,Detroit City School District,02969,Pasteur Elementary School,14,Age 0 to 4,0,0,2,2
82010,Detroit City School District,02969,Pasteur Elementary School,14,Age 5 to 19,0,0,1,1
82010,Detroit City School District,03015,Pershing High School,14,Age 5 to 19,0,0,2,2
82010,Detroit City School District,03123,Priest Elementary School,14,Age 5 to 19,0,0,1,1
82010,Detroit City School District,03420,Schulze Elementary School,14,Age 0 to 4,0,0,1,1
82010,Detroit City School District,03466,Sherrill Elementary School,14,Age 5 to 19,0,0,2,2
82010,Detroit City School District,03540,Southeastern High School,14,Age 5 to 19,0,0,1,1
82010,Detroit City School District,04062,"Brown, Ronald Academy",14,Age 5 to 19,0,0,1,1
82010,Detroit City School District,04156,Thirkell Elementary School,14,Age 5 to 19,0,0,1,1
82010,Detroit City School District,04319,Bow Elementary School,14,Age 5 to 19,0,0,1,1
82010,Detroit City School District,04365,"Detroit Transition Center, East",14,Age 5 to 19,0,0,1,1
82010,Detroit City School District,04365,"Detroit Transition Center, East",14,Age 20 to 26,4,0,3,7
82010,Detroit City School District,04420,Webster Elementary School,14,Age 0 to 4,0,0,1,1
82010,Detroit City School District,04420,Webster Elementary School,14,Age 5 to 19,0,0,3,3
82010,Detroit City School District,04500,White Elementary School,14,Age 5 to 19,0,0,1,1
82010,Detroit City School District,04807,Van Zile Elementary School,14,Age 0 to 4,0,0,1,1
82010,Detroit City School District,04812,McFarlane Elementary School,14,Age 5 to 19,0,0,3,3
82010,Detroit City School District,05445,Hally Magnet Middle School,14,Age 5 to 19,0,0,1,1
82010,Detroit City School District,05773,Drew Middle School,14,Age 5 to 19,1,0,0,1
82010,Detroit City School District,06381,Detroit Transition Center West,14,Age 20 to 26,1,0,17,18
82010,Detroit City School District,06631,"Beckham, William Academy",14,Age 0 to 4,0,0,3,3
82010,Detroit City School District,06631,"Beckham, William Academy",14,Age 5 to 19,0,0,1,1
82010,Detroit City School District,06693,Vetal Elementary School,14,Age 5 to 19,0,0,1,1
82010,Detroit City School District,07024,Crockett High School,14,Age 5 to 19,0,0,3,3
82010,Detroit City School District,07581,Garvey Academy,14,Age 5 to 19,1,0,2,3
82010,Detroit City School District,07795,Jemison School of Choice,14,Age 5 to 19,0,0,3,3
82010,Detroit City School District,08004,Westside Multicultural Academy,14,Age 0 to 4,0,0,1,1
82010,Detroit City School District,08396,"Hughes, Langston Academy",14,Age 5 to 19,0,0,3,3
82010,Detroit City School District,08928,"McKinney, Johnson H. Day Treatment Center",14,Age 5 to 19,0,0,13,13
82010,Detroit City School District,08951,"Field, Moses",14,Age 0 to 4,0,0,4,4
82010,Detroit City School District,08951,"Field, Moses",14,Age 5 to 19,0,0,24,24
82010,Detroit City School District,09125,"Wright, Charles School",14,Age 0 to 4,1,0,0,1
82010,Detroit City School District,09125,"Wright, Charles School",14,Age 5 to 19,0,0,3,3
82010,Detroit City School District,09474,Cooley North Wing,14,Age 5 to 19,2,0,28,30
82010,Detroit City School District,09475,Kettering West Wing,14,Age 5 to 19,0,0,15,15
82010,Detroit City School District,09475,Kettering West Wing,14,Age 20 to 26,1,0,7,8
82010,Detroit City School District,09592,Jerry L White Center High School,14,Age 5 to 19,0,0,48,48
82010,Detroit City School District,09594,Keidan Special Education School,14,Age 0 to 4,0,0,3,3
82010,Detroit City School District,09594,Keidan Special Education School,14,Age 5 to 19,6,0,46,52
82010,Detroit City School District,09788,Turning Point Academy,14,Age 5 to 19,0,0,5,5
82010,Detroit City School District,09991,Brewer Elementary School,14,Age 5 to 19,0,0,1,1
82010,Detroit City School District,09992,Clark Elementary School,14,Age 5 to 19,1,0,3,4
82040,Dearborn Heights School District #7,05357,Polk Elementary School,14,Age 0 to 4,3,1,3,7
82040,Dearborn Heights School District #7,05357,Polk Elementary School,14,Age 5 to 19,1,0,2,3
82050,Garden City School District,02136,Lathers School,14,Age 0 to 4,8,0,7,15
82050,Garden City School District,04674,Burger Development Center,14,Age 0 to 4,3,1,5,9
82050,Garden City School District,04674,Burger Development Center,14,Age 5 to 19,6,0,16,22
82050,Garden City School District,04674,Burger Development Center,14,Age 20 to 26,22,3,24,49
82090,Lincoln Park Public Schools,00997,Earl F. Carr School,14,Age 0 to 4,1,1,3,5
82090,Lincoln Park Public Schools,00997,Earl F. Carr School,14,Age 5 to 19,1,0,0,1
82090,Lincoln Park Public Schools,01752,Hoover School,14,Age 0 to 4,0,0,1,1
82090,Lincoln Park Public Schools,02025,Keppen School,14,Age 0 to 4,1,0,0,1
82090,Lincoln Park Public Schools,02069,Lafayette School,14,Age 0 to 4,0,0,1,1
82090,Lincoln Park Public Schools,08187,Crowley School,14,Age 0 to 4,3,0,14,17
82090,Lincoln Park Public Schools,08187,Crowley School,14,Age 5 to 19,2,1,5,8
82090,Lincoln Park Public Schools,08832,LeBlanc School,14,Age 0 to 4,0,0,1,1
82090,Lincoln Park Public Schools,08832,LeBlanc School,14,Age 5 to 19,17,0,1,18
82090,Lincoln Park Public Schools,08832,LeBlanc School,14,Age 20 to 26,0,0,1,1
82095,Livonia Public Schools,02501,N.W. Wayne Skill Center,14,Age 5 to 19,49,4,97,150
82095,Livonia Public Schools,02501,N.W. Wayne Skill Center,14,Age 20 to 26,54,1,88,143
82095,Livonia Public Schools,04907,N.W. Wayne Trainable Center,14,Age 0 to 4,0,0,12,12
82095,Livonia Public Schools,04907,N.W. Wayne Trainable Center,14,Age 5 to 19,1,0,0,1
82095,Livonia Public Schools,08585,Perrinville Early Childhood Center,14,Age 0 to 4,21,0,131,152
82095,Livonia Public Schools,08585,Perrinville Early Childhood Center,14,Age 5 to 19,2,0,16,18
82100,Plymouth-Canton Community Schools,05503,Tanger Center,14,Age 0 to 4,10,0,97,107
82100,Plymouth-Canton Community Schools,05503,Tanger Center,14,Age 5 to 19,3,1,26,30
82130,Romulus Community Schools,06051,Merriman Elementary School,14,Age 0 to 4,2,0,4,6
82130,Romulus Community Schools,06051,Merriman Elementary School,14,Age 5 to 19,4,0,2,6
82140,South Redford School District,09162,Shear Early Childhood Center,14,Age 0 to 4,2,0,0,2
82140,South Redford School District,09162,Shear Early Childhood Center,14,Age 5 to 19,2,1,0,3
82150,Taylor School District,00345,Blair Moody Elementary School,14,Age 0 to 4,4,0,6,10
82150,Taylor School District,01237,Fischer Elementary School,14,Age 0 to 4,6,0,8,14
82150,Taylor School District,01237,Fischer Elementary School,14,Age 5 to 19,2,0,2,4
82155,Trenton Public Schools,04138,William C. Taylor Elementary School,14,Age 0 to 4,6,1,11,18
82155,Trenton Public Schools,04138,William C. Taylor Elementary School,14,Age 5 to 19,0,1,0,1
82160,Wayne-Westland Community School District,01950,John Glenn High School,14,Age 5 to 19,5,1,6,12
82160,Wayne-Westland Community School District,01950,John Glenn High School,14,Age 20 to 26,2,0,5,7
82160,Wayne-Westland Community School District,01956,John Marshall Middle School,14,Age 5 to 19,8,0,1,9
82160,Wayne-Westland Community School District,03262,Roosevelt/McGrath Elem. School,14,Age 0 to 4,0,1,0,1
82160,Wayne-Westland Community School District,03262,Roosevelt/McGrath Elem. School,14,Age 5 to 19,28,5,17,50
82160,Wayne-Westland Community School District,04407,Wayne Memorial High School,14,Age 5 to 19,15,1,10,26
82160,Wayne-Westland Community School District,04407,Wayne Memorial High School,14,Age 20 to 26,11,1,2,14
82170,Wyandotte City School District,00008,Jo Brighton Skills Center,14,Age 5 to 19,112,16,87,215
82170,Wyandotte City School District,00008,Jo Brighton Skills Center,14,Age 20 to 26,60,4,56,120
82170,Wyandotte City School District,04389,Washington Elementary School,14,Age 0 to 4,4,3,10,17
82170,Wyandotte City School District,06726,Madison School,14,Age 0 to 4,13,0,13,26
82170,Wyandotte City School District,06726,Madison School,14,Age 5 to 19,69,10,56,135
82170,Wyandotte City School District,06726,Madison School,14,Age 20 to 26,17,1,7,25
82170,Wyandotte City School District,08828,The Lincoln Center,14,Age 5 to 19,106,22,62,190
82170,Wyandotte City School District,08828,The Lincoln Center,14,Age 20 to 26,26,1,3,30
82290,Gibraltar School District,08971,Gibraltar Early Child Education Center,14,Age 0 to 4,4,0,10,14
82290,Gibraltar School District,08971,Gibraltar Early Child Education Center,14,Age 5 to 19,1,0,0,1
82300,Grosse Ile Township Schools,02948,Parke Lane Elementary School,14,Age 0 to 4,1,0,10,11
82365,Woodhaven-Brownstown School District,06420,Gudith Elementary School,14,Age 0 to 4,3,0,9,12
82365,Woodhaven-Brownstown School District,06420,Gudith Elementary School,14,Age 5 to 19,0,0,1,1
82390,Northville Public Schools,02770,Cooke School,14,Age 5 to 19,45,6,35,86
82390,Northville Public Schools,02770,Cooke School,14,Age 20 to 26,40,1,38,79
82390,Northville Public Schools,06707,Old Village School,14,Age 0 to 4,3,0,7,10
82390,Northville Public Schools,06707,Old Village School,14,Age 5 to 19,37,9,61,107
82390,Northville Public Schools,09087,Main Street School,14,Age 0 to 4,0,0,13,13
82390,Northville Public Schools,09087,Main Street School,14,Age 5 to 19,0,0,1,1
82405,Southgate Community School District,08962,Sp Ed - Transitions,14,Age 5 to 19,0,0,1,1
82430,Van Buren Public Schools,08882,Early Childhood Development Center--ECDC,14,Age 0 to 4,18,2,59,79
82430,Van Buren Public Schools,08882,Early Childhood Development Center--ECDC,14,Age 5 to 19,4,0,2,6
82903,Aisha Shule/WEB Dubois Prep. Academy School,08047,Aisha Shule/WEB Dubois Prep. Academy School,14,Age 5 to 19,2,0,4,6
83000,Wexford-Missaukee ISD,08873,Wexford-Missaukee ISD Special Education,14,Age 0 to 4,1,0,0,1
83000,Wexford-Missaukee ISD,08873,Wexford-Missaukee ISD Special Education,14,Age 5 to 19,30,1,20,51
83000,Wexford-Missaukee ISD,08873,Wexford-Missaukee ISD Special Education,14,Age 20 to 26,24,0,2,26
83060,Manton Consolidated Schools,02343,Manton Consolidated High School,14,Age 5 to 19,7,0,0,7
83060,Manton Consolidated Schools,05901,Manton Consolidated Elem. School,14,Age 5 to 19,1,1,0,2
83060,Manton Consolidated Schools,08301,Manton Consolidated Middle School,14,Age 5 to 19,2,1,0,3
84050,Michigan School f/t Deaf/MDE-LIO,02548,Michigan School for the Deaf,14,Age 5 to 19,4,2,9,15